,sentence_id,token_id,semiotic,before,after
657774,35443,5,ORDINAL,2.,annarri
657775,35443,6,PLAIN,deild,deild
657776,35443,7,PLAIN,karla,karla
657777,35443,8,PLAIN,í,í
657778,35443,9,PLAIN,knattspyrnu,knattspyrnu
657779,35443,10,PLAIN,og,og
657780,35443,11,PLAIN,tryggðu,tryggðu
657781,35443,12,PLAIN,sig,sig
657782,35443,13,PLAIN,á,á
657783,35443,14,PLAIN,toppnum,toppnum
657784,35443,15,PLAIN,með,með
657785,35443,16,PLAIN,sigri,sigri
657786,35443,17,PLAIN,á,á
657787,35443,18,PLAIN,Hvöt,Hvöt
657788,35443,19,PLAIN,frá,frá
657789,35443,20,PLAIN,Blönduósi,Blönduósi
657790,35443,21,SPORT,4-5,fjögur fimm
657791,35443,22,PLAIN,í,í
657792,35443,23,PLAIN,gærkvöldi,gærkvöldi
657793,35443,24,PUNCT,",",","
657794,35443,25,PLAIN,en,en
657795,35443,26,PLAIN,á,á
657796,35443,27,PLAIN,meðan,meðan
657797,35443,28,PLAIN,töpuðu,töpuðu
657798,35443,29,PLAIN,grannar,grannar
657799,35443,30,PLAIN,þeirra,þeirra
657800,35443,31,PUNCT,",",","
657801,35443,32,PLAIN,víðismenn,víðismenn
657802,35443,33,PLAIN,frá,frá
657803,35443,34,PLAIN,Garði,Garði
657804,35443,35,PUNCT,",",","
657805,35443,36,PLAIN,á,á
657806,35443,37,PLAIN,eigin,eigin
657807,35443,38,PLAIN,hemavelli,hemavelli
657808,35443,39,PLAIN,fyrir,fyrir
657809,35443,40,PLAIN,Magna,Magna
657810,35443,41,PLAIN,frá,frá
657811,35443,42,PLAIN,Grenivík,Grenivík
657812,35443,43,PLAIN,og,og
657813,35443,44,PLAIN,hafa,hafa
657814,35443,45,PLAIN,enn,enn
657815,35443,46,PLAIN,ekki,ekki
657816,35443,47,PLAIN,unnið,unnið
657817,35443,48,PLAIN,leik,leik
657818,35443,49,PLAIN,í,í
657819,35443,50,PLAIN,sumar,sumar
657820,35443,51,PUNCT,.,.
658317,35468,0,PLAIN,Heimamenn,Heimamenn
658318,35468,1,PLAIN,náðu,náðu
658319,35468,2,PLAIN,yfirhöndinn,yfirhöndinn
658320,35468,3,PLAIN,strax,strax
658321,35468,4,PLAIN,í,í
658322,35468,5,PLAIN,byrjun,byrjun
658323,35468,6,PLAIN,leik,leik
658324,35468,7,PLAIN,og,og
658325,35468,8,PLAIN,leiddu,leiddu
658326,35468,9,SPORT,17-13,sautján þrettán
658327,35468,10,PLAIN,eftir,eftir
658328,35468,11,PLAIN,fyrsta,fyrsta
658329,35468,12,PLAIN,leikhluta,leikhluta
658330,35468,13,PLAIN,og,og
658331,35468,14,SPORT,35-24,þrjátíu og fimm tuttugu og fjögur
658332,35468,15,PLAIN,í,í
658333,35468,16,PLAIN,hálfleik,hálfleik
658334,35468,17,PUNCT,.,.
659336,35518,0,PLAIN,Dagsbirta,Dagsbirta
659337,35518,1,SPORT,24/7,tuttugu og fjóra <sil> sjö
659338,35518,2,PLAIN,Áhugamál,Áhugamál
659339,35518,3,PLAIN,þín,þín
659340,35518,4,PUNCT,?,?
659447,35524,0,PLAIN,Stuttu,Stuttu
659448,35524,1,PLAIN,eftir,eftir
659449,35524,2,PLAIN,þetta,þetta
659450,35524,3,PLAIN,setur,setur
659451,35524,4,PLAIN,Ingibjörg,Ingibjörg
659452,35524,5,PLAIN,Sigurðardóttir,Sigurðardóttir
659453,35524,6,PLAIN,risa,risa
659454,35524,7,PLAIN,þrist,þrist
659455,35524,8,PLAIN,fyrir,fyrir
659456,35524,9,PLAIN,Grindavík,Grindavík
659457,35524,10,PLAIN,og,og
659458,35524,11,PLAIN,eykur,eykur
659459,35524,12,PLAIN,muninn,muninn
659460,35524,13,PLAIN,í,í
659461,35524,14,SPORT,43-38,fjörutíu og þrjú þrjátíu og átta
659462,35524,15,PLAIN,og,og
659463,35524,16,PLAIN,Jóhanna,Jóhanna
659464,35524,17,PLAIN,Rún,Rún
659465,35524,18,PLAIN,Styrmisdóttir,Styrmisdóttir
659466,35524,19,PLAIN,fylgir,fylgir
659467,35524,20,PLAIN,á,á
659468,35524,21,PLAIN,eftir,eftir
659469,35524,22,PLAIN,með,með
659470,35524,23,CARDINAL,2,tveimur
659471,35524,24,PLAIN,stigum,stigum
659472,35524,25,PLAIN,og,og
659473,35524,26,PLAIN,Jeanne,Jeanne
659474,35524,27,PLAIN,Sicat,Sicat
659475,35524,28,PLAIN,setur,setur
659476,35524,29,PLAIN,niður,niður
659477,35524,30,PLAIN,þrist,þrist
659478,35524,31,PLAIN,og,og
659479,35524,32,PLAIN,allt,allt
659480,35524,33,PLAIN,í,í
659481,35524,34,PLAIN,einu,einu
659482,35524,35,PLAIN,er,er
659483,35524,36,PLAIN,Grindavík,Grindavík
659484,35524,37,PLAIN,komið,komið
659485,35524,38,PLAIN,með,með
659486,35524,39,CARDINAL,10,tíu
659487,35524,40,PLAIN,stiga,stiga
659488,35524,41,PLAIN,forskot,forskot
659489,35524,42,PUNCT,",",","
659490,35524,43,SPORT,48-38,fjörutíu og átta þrjátíu og átta
659491,35524,44,PLAIN,og,og
659492,35524,45,CARDINAL,5,fimm
659493,35524,46,PLAIN,mínútur,mínútur
659494,35524,47,PLAIN,eftir,eftir
659495,35524,48,PLAIN,af,af
659496,35524,49,PLAIN,leiknum,leiknum
659497,35524,50,PUNCT,.,.
661316,35625,0,PLAIN,Njarðvík,Njarðvík
661317,35625,1,PLAIN,fór,fór
661318,35625,2,PLAIN,í,í
661319,35625,3,PLAIN,gang,gang
661320,35625,4,PLAIN,í,í
661321,35625,5,PLAIN,öðrum,öðrum
661322,35625,6,PLAIN,leikhluta,leikhluta
661323,35625,7,PLAIN,og,og
661324,35625,8,PLAIN,sigruðu,sigruðu
661325,35625,9,PLAIN,hann,hann
661326,35625,10,SPORT,29-21,tuttugu og níu tuttugu og eitt
661327,35625,11,PLAIN,og,og
661328,35625,12,PLAIN,því,því
661329,35625,13,PLAIN,með,með
661330,35625,14,CARDINAL,7,sjö
661331,35625,15,PLAIN,stiga,stiga
661332,35625,16,PLAIN,foristu,foristu
661333,35625,17,PLAIN,í,í
661334,35625,18,PLAIN,hálfleik,hálfleik
661335,35625,19,SPORT,54-47,fimmtíu og fjögur fjörutíu og sjö
661336,35625,20,PUNCT,.,.
664607,35808,0,PLAIN,Haukar-Keflavík,Haukar-Keflavík
664608,35808,1,SPORT,65-68,sextíu og fimm sextíu og átta
664609,35808,2,PUNCT,(,(
664610,35808,3,SPORT,17-13,sautján þrettán
664611,35808,4,PUNCT,",",","
664612,35808,5,SPORT,17-24,sautján tuttugu og fjögur
664613,35808,6,PUNCT,",",","
664614,35808,7,SPORT,16-21,sextán tuttugu og eitt
664615,35808,8,PUNCT,",",","
664616,35808,9,SPORT,15-10,fimmtán tíu
664617,35808,10,PUNCT,),)
666281,35900,0,PLAIN,Njarðvík,Njarðvík
666282,35900,1,PUNCT,:,:
666283,35900,2,PLAIN,Shanae,Shanae
666284,35900,3,PLAIN,Baker-Brice,Baker-Brice
666285,35900,4,SPORT,36/4,þrjátíu og sex <sil> fjögur
666286,35900,5,PLAIN,fráköst,fráköst
666287,35900,6,SYMB,/,skástrik
666288,35900,7,CARDINAL,6,sex
666289,35900,8,PLAIN,stoðsendingar,stoðsendingar
666290,35900,9,PUNCT,",",","
666291,35900,10,PLAIN,Lele,Lele
666292,35900,11,PLAIN,Hardy,Hardy
666293,35900,12,SPORT,23/24,tuttugu og þrjú <sil> tuttugu og fjögur
666294,35900,13,PLAIN,fráköst,fráköst
666295,35900,14,PUNCT,",",","
666296,35900,15,PLAIN,Petrúnella,Petrúnella
666297,35900,16,PLAIN,Skúladóttir,Skúladóttir
666298,35900,17,CARDINAL,11,ellefu
666299,35900,18,PUNCT,",",","
666300,35900,19,PLAIN,Ólöf,Ólöf
666301,35900,20,PLAIN,Helga,Helga
666302,35900,21,PLAIN,Pálsdóttir,Pálsdóttir
666303,35900,22,CARDINAL,8,átta
666304,35900,23,PUNCT,",",","
666305,35900,24,PLAIN,Harpa,Harpa
666306,35900,25,PLAIN,Hallgrímsdóttir,Hallgrímsdóttir
666307,35900,26,SPORT,6/6,sex <sil> sex
666308,35900,27,PLAIN,fráköst,fráköst
666309,35900,28,PUNCT,",",","
666310,35900,29,PLAIN,Ína,Ína
666311,35900,30,PLAIN,María,María
666312,35900,31,PLAIN,Einarsdóttir,Einarsdóttir
666313,35900,32,CARDINAL,5,fimm
666314,35900,33,PUNCT,",",","
666315,35900,34,PLAIN,Ingibjörg,Ingibjörg
666316,35900,35,PLAIN,Elva,Elva
666317,35900,36,PLAIN,Vilbergsdóttir,Vilbergsdóttir
666318,35900,37,SPORT,4/4,fjögur <sil> fjögur
666319,35900,38,PLAIN,fráköst,fráköst
666320,35900,39,PUNCT,",",","
666321,35900,40,PLAIN,Ásdís,Ásdís
666322,35900,41,PLAIN,Vala,Vala
666323,35900,42,PLAIN,Freysdóttir,Freysdóttir
666324,35900,43,CARDINAL,0,núll
666325,35900,44,PUNCT,",",","
666326,35900,45,PLAIN,Erna,Erna
666327,35900,46,PLAIN,Hákonardóttir,Hákonardóttir
666328,35900,47,CARDINAL,0,núll
666329,35900,48,PUNCT,",",","
666330,35900,49,PLAIN,Eyrún,Eyrún
666331,35900,50,PLAIN,Líf,Líf
666332,35900,51,PLAIN,Sigurðardóttir,Sigurðardóttir
666333,35900,52,CARDINAL,0,núll
666334,35900,53,PUNCT,",",","
666335,35900,54,PLAIN,Salbjörg,Salbjörg
666336,35900,55,PLAIN,Sævarsdóttir,Sævarsdóttir
666337,35900,56,SPORT,0/4,núll <sil> fjögur
666338,35900,57,PLAIN,fráköst,fráköst
671553,36179,0,PLAIN,Þriðji,Þriðji
671554,36179,1,PLAIN,leikhluti,leikhluti
671555,36179,2,PLAIN,var,var
671556,36179,3,PLAIN,jafn,jafn
671557,36179,4,PLAIN,og,og
671558,36179,5,PLAIN,einkenndist,einkenndist
671559,36179,6,PLAIN,af,af
671560,36179,7,PLAIN,fínni,fínni
671561,36179,8,PLAIN,baráttu,baráttu
671562,36179,9,PLAIN,og,og
671563,36179,10,PLAIN,þegar,þegar
671564,36179,11,PLAIN,honum,honum
671565,36179,12,PLAIN,lauk,lauk
671566,36179,13,PLAIN,var,var
671567,36179,14,PLAIN,staðan,staðan
671568,36179,15,SPORT,48-31,fjörutíu og átta þrjátíu og eitt
671569,36179,16,PLAIN,Keflavík,Keflavík
671570,36179,17,PLAIN,í,í
671571,36179,18,PLAIN,vil,vil
671572,36179,19,PLAIN,og,og
671573,36179,20,PLAIN,fóru,fóru
671574,36179,21,PLAIN,þessar,þessar
671575,36179,22,CARDINAL,10,tíu
671576,36179,23,PLAIN,mínútur,mínútur
671577,36179,24,SPORT,16-16,sextán sextán
671578,36179,25,PLAIN,en,en
671579,36179,26,PLAIN,Njarðvíkingar,Njarðvíkingar
671580,36179,27,PLAIN,urðu,urðu
671581,36179,28,PLAIN,að,að
671582,36179,29,PLAIN,gera,gera
671583,36179,30,PLAIN,betur,betur
671584,36179,31,PLAIN,til,til
671585,36179,32,PLAIN,að,að
671586,36179,33,PLAIN,komast,komast
671587,36179,34,PLAIN,nærri,nærri
671588,36179,35,PLAIN,Keflavík,Keflavík
671589,36179,36,PLAIN,í,í
671590,36179,37,PLAIN,fjórða,fjórða
671591,36179,38,PLAIN,og,og
671592,36179,39,PLAIN,síðasta,síðasta
671593,36179,40,PLAIN,leikhluta,leikhluta
671594,36179,41,PUNCT,.,.
673351,36263,0,PLAIN,Snemma,Snemma
673352,36263,1,PLAIN,í,í
673353,36263,2,PLAIN,fjórða,fjórða
673354,36263,3,PLAIN,leikhluta,leikhluta
673355,36263,4,PLAIN,minnkaði,minnkaði
673356,36263,5,PLAIN,Hreggviður,Hreggviður
673357,36263,6,PLAIN,Magnússon,Magnússon
673358,36263,7,PLAIN,muninn,muninn
673359,36263,8,PLAIN,í,í
673360,36263,9,SPORT,84-71,áttatíu og fjögur sjötíu og eitt
673361,36263,10,PLAIN,en,en
673362,36263,11,PLAIN,þar,þar
673363,36263,12,PLAIN,skildu,skildu
673364,36263,13,PLAIN,leiðir,leiðir
673365,36263,14,PLAIN,svo,svo
673366,36263,15,PLAIN,um,um
673367,36263,16,PLAIN,munaði,munaði
673368,36263,17,PUNCT,.,.
675778,36382,0,PLAIN,Lið,Lið
675779,36382,1,PLAIN,Njarðvíkur,Njarðvíkur
675780,36382,2,PLAIN,féll,féll
675781,36382,3,PLAIN,úr,úr
675782,36382,4,PLAIN,keppni,keppni
675783,36382,5,PLAIN,eftir,eftir
675784,36382,6,PLAIN,stórt,stórt
675785,36382,7,PLAIN,tap,tap
675786,36382,8,PLAIN,gegn,gegn
675787,36382,9,PLAIN,Hamri,Hamri
675788,36382,10,PUNCT,",",","
675789,36382,11,SPORT,81-50,áttatíu og eitt fimmtíu
675790,36382,12,PUNCT,.,.
676205,36401,0,PLAIN,Jafnt,Jafnt
676206,36401,1,PLAIN,var,var
676207,36401,2,PLAIN,nánast,nánast
676208,36401,3,PLAIN,á,á
676209,36401,4,PLAIN,öllum,öllum
676210,36401,5,PLAIN,tölum,tölum
676211,36401,6,PLAIN,í,í
676212,36401,7,PLAIN,leiknum,leiknum
676213,36401,8,PUNCT,",",","
676214,36401,9,PLAIN,og,og
676215,36401,10,PLAIN,var,var
676216,36401,11,PLAIN,staðan,staðan
676217,36401,12,PLAIN,í,í
676218,36401,13,PLAIN,hálfleik,hálfleik
676219,36401,14,SPORT,51-51,fimmtíu og eitt fimmtíu og eitt
676220,36401,15,PUNCT,.,.
676306,36409,0,PLAIN,Ásamt,Ásamt
676307,36409,1,PLAIN,því,því
676308,36409,2,PLAIN,að,að
676309,36409,3,PUNCT,"""",""""
676310,36409,4,ABBR,TV,til vinstri
676311,36409,5,PLAIN,Guide,Guide
676312,36409,6,PUNCT,"""",""""
676313,36409,7,PLAIN,nefndi,nefndi
676314,36409,8,PLAIN,Caruso,Caruso
676315,36409,9,PLAIN,sem,sem
676316,36409,10,PLAIN,einn,einn
676317,36409,11,PLAIN,af,af
676318,36409,12,CARDINAL,6,sex
676319,36409,13,PLAIN,nýju,nýju
676320,36409,14,PLAIN,stjörnum,stjörnum
676321,36409,15,SPORT,1993,nítján hundruð níutíu og þrjú
676322,36409,16,SYMB,-,til
676323,36409,17,DATE,94,níutíu og fjögur
676324,36409,18,PLAIN,tímabilsins,tímabilsins
676325,36409,19,PUNCT,.,.
677484,36473,0,PLAIN,Grindavík-Stjarnan,Grindavík-Stjarnan
677485,36473,1,SPORT,87-67,áttatíu og sjö sextíu og sjö
677486,36473,2,PUNCT,(,(
677487,36473,3,SPORT,17-12,sautján tólf
677488,36473,4,PUNCT,",",","
677489,36473,5,SPORT,28-25,tuttugu og átta tuttugu og fimm
677490,36473,6,PUNCT,",",","
677491,36473,7,SPORT,24-15,tuttugu og fjögur fimmtán
677492,36473,8,PUNCT,",",","
677493,36473,9,SPORT,18-15,átján fimmtán
677494,36473,10,PUNCT,),)
678972,36560,0,PLAIN,Mósebók,Mósebók
678973,36560,1,SPORT,11:5,ellefu fimm
678974,36560,2,PUNCT,",",","
678975,36560,3,PLAIN,benda,benda
678976,36560,4,PLAIN,til,til
678977,36560,5,PLAIN,laukræktunar,laukræktunar
678978,36560,6,PLAIN,fyrir,fyrir
678979,36560,7,CARDINAL,3000,þrjú þúsund
678980,36560,8,PLAIN,árum,árum
678981,36560,9,PLAIN,í,í
678982,36560,10,PLAIN,Egyptalandi,Egyptalandi
678983,36560,11,PLAIN,hinu,hinu
678984,36560,12,PLAIN,forna,forna
678985,36560,13,PLAIN,og,og
678986,36560,14,PLAIN,á,á
678987,36560,15,PLAIN,sama,sama
678988,36560,16,PLAIN,tíma,tíma
678989,36560,17,PLAIN,var,var
678990,36560,18,PLAIN,ræktaður,ræktaður
678991,36560,19,PLAIN,blaðlaukur,blaðlaukur
678992,36560,20,PLAIN,og,og
678993,36560,21,PLAIN,hvítlaukur,hvítlaukur
678994,36560,22,PUNCT,.,.
680493,36638,0,PLAIN,Keflavík,Keflavík
680494,36638,1,PUNCT,:,:
680495,36638,2,PLAIN,Ariana,Ariana
680496,36638,3,PLAIN,Moorer,Moorer
680497,36638,4,SPORT,18/7,átján <sil> sjö
680498,36638,5,PLAIN,fráköst,fráköst
680499,36638,6,PUNCT,",",","
680500,36638,7,PLAIN,Emelía,Emelía
680501,36638,8,PLAIN,Ósk,Ósk
680502,36638,9,PLAIN,Gunnarsdóttir,Gunnarsdóttir
680503,36638,10,SPORT,13/4,þrettán <sil> fjögur
680504,36638,11,PLAIN,fráköst,fráköst
680505,36638,12,PUNCT,",",","
680506,36638,13,PLAIN,Birna,Birna
680507,36638,14,PLAIN,Valgerður,Valgerður
680508,36638,15,PLAIN,Benónýsdóttir,Benónýsdóttir
680509,36638,16,SPORT,12/4,tólf <sil> fjögur
680510,36638,17,PLAIN,fráköst,fráköst
680511,36638,18,PUNCT,",",","
680512,36638,19,PLAIN,Irena,Irena
680513,36638,20,PLAIN,Sól,Sól
680514,36638,21,PLAIN,Jónsdóttir,Jónsdóttir
680515,36638,22,CARDINAL,9,níu
680516,36638,23,PUNCT,",",","
680517,36638,24,PLAIN,Thelma,Thelma
680518,36638,25,PLAIN,Dís,Dís
680519,36638,26,PLAIN,Ágústsdóttir,Ágústsdóttir
680520,36638,27,SPORT,8/4,átta <sil> fjögur
680521,36638,28,PLAIN,fráköst,fráköst
680522,36638,29,PUNCT,",",","
680523,36638,30,PLAIN,Þóranna,Þóranna
680524,36638,31,PLAIN,Kika,Kika
680525,36638,32,PLAIN,Hodge-Carr,Hodge-Carr
680526,36638,33,CARDINAL,8,átta
680527,36638,34,PUNCT,",",","
680528,36638,35,PLAIN,Erna,Erna
680529,36638,36,PLAIN,Hákonardóttir,Hákonardóttir
680530,36638,37,CARDINAL,3,þrjú
680531,36638,38,PUNCT,",",","
680532,36638,39,PLAIN,Salbjörg,Salbjörg
680533,36638,40,PLAIN,Ragna,Ragna
680534,36638,41,PLAIN,Sævarsdóttir,Sævarsdóttir
680535,36638,42,SPORT,2/8,tvö <sil> átta
680536,36638,43,PLAIN,fráköst,fráköst
680537,36638,44,PUNCT,",",","
680538,36638,45,PLAIN,Katla,Katla
680539,36638,46,PLAIN,Rún,Rún
680540,36638,47,PLAIN,Garðarsdóttir,Garðarsdóttir
680541,36638,48,CARDINAL,2,tvö
680542,36638,49,PUNCT,",",","
680543,36638,50,PLAIN,Svanhvít,Svanhvít
680544,36638,51,PLAIN,Ósk,Ósk
680545,36638,52,PLAIN,Snorradóttir,Snorradóttir
680546,36638,53,CARDINAL,1,eitt
680547,36638,54,PUNCT,",",","
680548,36638,55,PLAIN,Elsa,Elsa
680549,36638,56,PLAIN,Albertsdóttir,Albertsdóttir
680550,36638,57,SPORT,0/4,núll <sil> fjögur
680551,36638,58,PLAIN,fráköst,fráköst
680552,36638,59,PUNCT,.,.
680794,36653,0,PLAIN,Keflavík-Haukar,Keflavík-Haukar
680795,36653,1,SPORT,76-68,sjötíu og sex sextíu og átta
680796,36653,2,PUNCT,(,(
680797,36653,3,SPORT,17-17,sautján sautján
680798,36653,4,PUNCT,",",","
680799,36653,5,SPORT,18-20,átján tuttugu
680800,36653,6,PUNCT,",",","
680801,36653,7,SPORT,25-19,tuttugu og fimm nítján
680802,36653,8,PUNCT,",",","
680803,36653,9,SPORT,16-12,sextán tólf
680804,36653,10,PUNCT,),)
680805,36653,11,PLAIN,Keflavík,Keflavík
680806,36653,12,PUNCT,:,:
680807,36653,13,PLAIN,Hörður,Hörður
680808,36653,14,PLAIN,Axel,Axel
680809,36653,15,PLAIN,Vilhjálmsson,Vilhjálmsson
680810,36653,16,SPORT,24/10,tuttugu og fjögur <sil> tíu
680811,36653,17,PLAIN,fráköst,fráköst
680812,36653,18,SYMB,/,skástrik
680813,36653,19,CARDINAL,6,sex
680814,36653,20,PLAIN,stoðsendingar,stoðsendingar
680815,36653,21,PUNCT,",",","
680816,36653,22,PLAIN,Amin,Amin
680817,36653,23,PLAIN,Khalil,Khalil
680818,36653,24,PLAIN,Stevens,Stevens
680819,36653,25,SPORT,16/14,sextán <sil> fjórtán
680820,36653,26,PLAIN,fráköst,fráköst
680821,36653,27,PUNCT,",",","
680822,36653,28,PLAIN,Reggie,Reggie
680823,36653,29,PLAIN,Dupree,Dupree
680824,36653,30,SPORT,15/6,fimmtán <sil> sex
680825,36653,31,PLAIN,fráköst,fráköst
680826,36653,32,SYMB,/,skástrik
680827,36653,33,CARDINAL,5,fimm
680828,36653,34,PLAIN,stoðsendingar,stoðsendingar
680829,36653,35,PUNCT,",",","
680830,36653,36,PLAIN,Magnús,Magnús
680831,36653,37,PLAIN,Már,Már
680832,36653,38,PLAIN,Traustason,Traustason
680833,36653,39,SPORT,8/6,átta <sil> sex
680834,36653,40,PLAIN,fráköst,fráköst
680835,36653,41,PUNCT,",",","
680836,36653,42,PLAIN,Guðmundur,Guðmundur
680837,36653,43,PLAIN,Jónsson,Jónsson
680838,36653,44,CARDINAL,5,fimm
680839,36653,45,PUNCT,",",","
680840,36653,46,PLAIN,Davíð,Davíð
680841,36653,47,PLAIN,Páll,Páll
680842,36653,48,PLAIN,Hermannsson,Hermannsson
680843,36653,49,CARDINAL,4,fjögur
680844,36653,50,PUNCT,",",","
680845,36653,51,PLAIN,Daði,Daði
680846,36653,52,PLAIN,Lár,Lár
680847,36653,53,PLAIN,Jónsson,Jónsson
680848,36653,54,CARDINAL,4,fjögur
680849,36653,55,PUNCT,",",","
680850,36653,56,PLAIN,Elvar,Elvar
680851,36653,57,PLAIN,Snær,Snær
680852,36653,58,PLAIN,Guðjónsson,Guðjónsson
680853,36653,59,CARDINAL,0,núll
680854,36653,60,PUNCT,",",","
680855,36653,61,PLAIN,Arnór,Arnór
680856,36653,62,PLAIN,Sveinsson,Sveinsson
680857,36653,63,CARDINAL,0,núll
680858,36653,64,PUNCT,",",","
680859,36653,65,PLAIN,Kristján,Kristján
680860,36653,66,PLAIN,Örn,Örn
680861,36653,67,PLAIN,Rúnarsson,Rúnarsson
680862,36653,68,CARDINAL,0,núll
680863,36653,69,PUNCT,",",","
680864,36653,70,PLAIN,Arnór,Arnór
680865,36653,71,PLAIN,Ingi,Ingi
680866,36653,72,PLAIN,Ingvason,Ingvason
680867,36653,73,CARDINAL,0,núll
680868,36653,74,PUNCT,",",","
680869,36653,75,PLAIN,Ágúst,Ágúst
680870,36653,76,PLAIN,Orrason,Orrason
680871,36653,77,CARDINAL,0,núll
680872,36653,78,PUNCT,.,.
681284,36679,0,PLAIN,Mikil,Mikil
681285,36679,1,PLAIN,eljusemi,eljusemi
681286,36679,2,PLAIN,hjá,hjá
681287,36679,3,PLAIN,Grindavík,Grindavík
681288,36679,4,PLAIN,að,að
681289,36679,5,PLAIN,neita,neita
681290,36679,6,PLAIN,að,að
681291,36679,7,PLAIN,játa,játa
681292,36679,8,PLAIN,sig,sig
681293,36679,9,PLAIN,sigraðar,sigraðar
681294,36679,10,PLAIN,í,í
681295,36679,11,PLAIN,einvíginu,einvíginu
681296,36679,12,PLAIN,eftir,eftir
681297,36679,13,PLAIN,að,að
681298,36679,14,PLAIN,hafa,hafa
681299,36679,15,PLAIN,lent,lent
681300,36679,16,SPORT,2-0,tvö núll
681301,36679,17,PLAIN,undir,undir
681302,36679,18,PLAIN,gegn,gegn
681303,36679,19,PLAIN,nýliðum,nýliðum
681304,36679,20,LETTERS,KR,K R
681305,36679,21,PLAIN,og,og
681306,36679,22,PLAIN,munu,munu
681307,36679,23,PLAIN,liðin,liðin
681308,36679,24,PLAIN,mætast,mætast
681309,36679,25,PLAIN,í,í
681310,36679,26,PLAIN,oddaleik,oddaleik
681311,36679,27,PLAIN,í,í
681312,36679,28,PLAIN,Vesturbænum,Vesturbænum
681313,36679,29,PLAIN,næstkomandi,næstkomandi
681314,36679,30,PLAIN,þriðjudag,þriðjudag
681315,36679,31,ABBR,kl. 15:15,klukkan fimmtán fimmtán
681816,36702,0,PLAIN,Mersenne-frumtala,Mersenne-frumtala
681817,36702,1,PLAIN,er,er
681818,36702,2,PLAIN,frumtala,frumtala
681819,36702,3,PLAIN,á,á
681820,36702,4,PLAIN,forminu,forminu
681821,36702,5,PUNCT,(,(
681822,36702,6,SPORT,2-1,tvö eitt
681823,36702,7,PUNCT,),)
681824,36702,8,PUNCT,",",","
681825,36702,9,PLAIN,þar,þar
681826,36702,10,PLAIN,sem,sem
681827,36702,11,PLAIN,p,p
681828,36702,12,PLAIN,er,er
681829,36702,13,PLAIN,frumtala,frumtala
681830,36702,14,PUNCT,.,.
682350,36732,0,PLAIN,Heimamenn,Heimamenn
682351,36732,1,PLAIN,í,í
682352,36732,2,PLAIN,Úrugvæ,Úrugvæ
682353,36732,3,PLAIN,unnu,unnu
682354,36732,4,LETTERS,HM,H M
682355,36732,5,PLAIN,með,með
682356,36732,6,PLAIN,því,því
682357,36732,7,PLAIN,að,að
682358,36732,8,PLAIN,vinna,vinna
682359,36732,9,PLAIN,Argentínu,Argentínu
682360,36732,10,PLAIN,í,í
682361,36732,11,PLAIN,úrslitaleik,úrslitaleik
682362,36732,12,SPORT,4-2,fjögur tvö
682363,36732,13,PLAIN,og,og
682364,36732,14,PLAIN,þeir,þeir
682365,36732,15,PLAIN,urðu,urðu
682366,36732,16,PLAIN,heimsmeistarar,heimsmeistarar
682367,36732,17,PLAIN,fyrst,fyrst
682368,36732,18,PLAIN,allra,allra
682369,36732,19,PLAIN,liða,liða
682370,36732,20,PUNCT,.,.
683415,36803,0,PLAIN,Grindvíkingar,Grindvíkingar
683416,36803,1,PLAIN,unnu,unnu
683417,36803,2,PLAIN,góðan,góðan
683418,36803,3,PLAIN,heimasigur,heimasigur
683419,36803,4,PLAIN,gegn,gegn
683420,36803,5,PLAIN,Snæfelli,Snæfelli
683421,36803,6,PLAIN,og,og
683422,36803,7,PLAIN,urðu,urðu
683423,36803,8,PLAIN,lokatölur,lokatölur
683424,36803,9,PLAIN,í,í
683425,36803,10,PLAIN,þeim,þeim
683426,36803,11,PLAIN,leik,leik
683427,36803,12,SPORT,110-102,hundrað og tíu hundrað og tvö
683428,36803,13,PUNCT,.,.
684419,36855,0,PLAIN,Björn,Björn
684420,36855,1,PLAIN,Axel,Axel
684421,36855,2,PLAIN,Guðjónsson,Guðjónsson
684422,36855,3,PLAIN,jók,jók
684423,36855,4,PLAIN,forystuna,forystuna
684424,36855,5,PLAIN,í,í
684425,36855,6,SPORT,1-3,eitt þrjú
684426,36855,7,PLAIN,og,og
684427,36855,8,PLAIN,Njarðvíkingar,Njarðvíkingar
684428,36855,9,PLAIN,alsælir,alsælir
684429,36855,10,PLAIN,með,með
684430,36855,11,PLAIN,stöðuna,stöðuna
684431,36855,12,PUNCT,.,.
684471,36859,0,LETTERS,KR,K R
684472,36859,1,PUNCT,:,:
684473,36859,2,PLAIN,Jón,Jón
684474,36859,3,PLAIN,Arnór,Arnór
684475,36859,4,PLAIN,Stefánsson,Stefánsson
684476,36859,5,SPORT,24/5,tuttugu og fjögur <sil> fimm
684477,36859,6,PLAIN,fráköst,fráköst
684478,36859,7,PUNCT,",",","
684479,36859,8,PLAIN,Brynjar,Brynjar
684480,36859,9,PLAIN,Þór,Þór
684481,36859,10,PLAIN,Björnsson,Björnsson
684482,36859,11,SPORT,18/5,átján <sil> fimm
684483,36859,12,PLAIN,fráköst,fráköst
684484,36859,13,SYMB,/,skástrik
684485,36859,14,CARDINAL,6,sex
684486,36859,15,PLAIN,stoðsendingar,stoðsendingar
684487,36859,16,PUNCT,",",","
684488,36859,17,PLAIN,Philip,Philip
684489,36859,18,PLAIN,Alawoya,Alawoya
